id_teks,id_kalimat,kalimat,kata,lemma,pos,head,deprel,id
27,13,Buku itu memiliki gambar yang bagus.,bagus,bagus,ADJ,4,acl:relcl,6
27,13,Buku itu memiliki gambar yang bagus.,.,.,PUNCT,3,punct,7
27,14,Rio duduk di kursi baca.,Rio,rio,PROPN,2,nsubj,1
27,14,Rio duduk di kursi baca.,duduk,duduk,VERB,0,root,2
27,14,Rio duduk di kursi baca.,di,di,ADP,4,case,3
27,14,Rio duduk di kursi baca.,kursi,kursi,NOUN,2,obl,4
27,14,Rio duduk di kursi baca.,baca,baca,NOUN,4,compound,5
27,14,Rio duduk di kursi baca.,.,.,PUNCT,2,punct,6
27,15,Rio membaca buku dengan tenang.,Rio,rio,PROPN,2,nsubj,1
27,15,Rio membaca buku dengan tenang.,membaca,baca,VERB,0,root,2
27,15,Rio membaca buku dengan tenang.,buku,buku,NOUN,2,obj,3
27,15,Rio membaca buku dengan tenang.,dengan,dengan,SCONJ,2,mark,4
27,15,Rio membaca buku dengan tenang.,tenang,tenang,ADJ,2,amod,5
27,15,Rio membaca buku dengan tenang.,.,.,PUNCT,2,punct,6
27,16,Siti meminjam buku cerita rakyat.,Siti,siti,PROPN,2,nsubj,1
27,16,Siti meminjam buku cerita rakyat.,meminjam,pinjam,VERB,0,root,2
27,16,Siti meminjam buku cerita rakyat.,buku,buku,NOUN,2,obj,3
27,16,Siti meminjam buku cerita rakyat.,cerita,cerita,NOUN,3,compound,4
27,16,Siti meminjam buku cerita rakyat.,rakyat,rakyat,NOUN,4,compound,5
27,16,Siti meminjam buku cerita rakyat.,.,.,PUNCT,2,punct,6
27,17,Siti membawa buku itu ke meja petugas.,Siti,siti,PROPN,2,nsubj,1
27,17,Siti membawa buku itu ke meja petugas.,membawa,bawa,VERB,0,root,2
27,17,Siti membawa buku itu ke meja petugas.,buku,buku,NOUN,2,obj,3
27,17,Siti membawa buku itu ke meja petugas.,itu,itu,DET,3,det,4
27,17,Siti membawa buku itu ke meja petugas.,ke,ke,ADP,6,case,5
27,17,Siti membawa buku itu ke meja petugas.,meja,meja,NOUN,2,obl,6
27,17,Siti membawa buku itu ke meja petugas.,petugas,petugas,NOUN,6,compound,7
27,17,Siti membawa buku itu ke meja petugas.,.,.,PUNCT,2,punct,8
27,18,Petugas mencatat peminjaman buku Siti.,Petugas,petugas,PROPN,2,nsubj,1
27,18,Petugas mencatat peminjaman buku Siti.,mencatat,catat,VERB,0,root,2
27,18,Petugas mencatat peminjaman buku Siti.,peminjaman,pinjam,NOUN,2,obj,3
27,18,Petugas mencatat peminjaman buku Siti.,buku,buku,NOUN,3,compound,4
27,18,Petugas mencatat peminjaman buku Siti.,Siti,siti,PROPN,4,nmod,5
27,18,Petugas mencatat peminjaman buku Siti.,.,.,PUNCT,2,punct,6
27,19,Waktu kunjungan berlangsung selama dua jam.,Waktu,waktu,NOUN,3,nsubj,1
27,19,Waktu kunjungan berlangsung selama dua jam.,kunjungan,kunjung,NOUN,1,compound,2
27,19,Waktu kunjungan berlangsung selama dua jam.,berlangsung,langsung,VERB,0,root,3
27,19,Waktu kunjungan berlangsung selama dua jam.,selama,selama,ADP,6,case,4
27,19,Waktu kunjungan berlangsung selama dua jam.,dua,dua,NUM,6,nummod,5
27,19,Waktu kunjungan berlangsung selama dua jam.,jam,jam,NOUN,3,obl,6
27,19,Waktu kunjungan berlangsung selama dua jam.,.,.,PUNCT,3,punct,7
27,20,Guru mengumpulkan seluruh siswa.,Guru,guru,PROPN,2,nsubj,1
27,20,Guru mengumpulkan seluruh siswa.,mengumpulkan,kumpul,VERB,0,root,2
27,20,Guru mengumpulkan seluruh siswa.,seluruh,seluruh,DET,4,det,3
27,20,Guru mengumpulkan seluruh siswa.,siswa,siswa,NOUN,2,obj,4
27,20,Guru mengumpulkan seluruh siswa.,.,.,PUNCT,2,punct,5
27,21,Siswa merapikan kembali kursi baca.,Siswa,siswa,NOUN,2,nsubj,1
27,21,Siswa merapikan kembali kursi baca.,merapikan,rapi,VERB,0,root,2
27,21,Siswa merapikan kembali kursi baca.,kembali,kembali,VERB,2,xcomp,3
27,21,Siswa merapikan kembali kursi baca.,kursi,kursi,NOUN,2,obj,4
27,21,Siswa merapikan kembali kursi baca.,baca,baca,NOUN,4,compound,5
27,21,Siswa merapikan kembali kursi baca.,.,.,PUNCT,2,punct,6
27,22,Mereka keluar dari gedung perpustakaan.,Mereka,mereka,PRON,2,nsubj,1
27,22,Mereka keluar dari gedung perpustakaan.,keluar,keluar,VERB,0,root,2
27,22,Mereka keluar dari gedung perpustakaan.,dari,dari,ADP,4,case,3
27,22,Mereka keluar dari gedung perpustakaan.,gedung,gedung,NOUN,2,obl,4
27,22,Mereka keluar dari gedung perpustakaan.,perpustakaan,perpustakaan,NOUN,4,compound,5
27,22,Mereka keluar dari gedung perpustakaan.,.,.,PUNCT,2,punct,6
27,23,Siswa kembali naik ke dalam bus.,Siswa,siswa,NOUN,3,nsubj,1
27,23,Siswa kembali naik ke dalam bus.,kembali,kembali,ADV,3,advmod,2
27,23,Siswa kembali naik ke dalam bus.,naik,naik,VERB,0,root,3
27,23,Siswa kembali naik ke dalam bus.,ke,ke,ADP,6,case,4
27,23,Siswa kembali naik ke dalam bus.,dalam,dalam,ADP,6,case,5
27,23,Siswa kembali naik ke dalam bus.,bus,bus,NOUN,3,obl,6
27,23,Siswa kembali naik ke dalam bus.,.,.,PUNCT,3,punct,7
27,24,Bus melaju kembali ke sekolah.,Bus,bus,PROPN,2,nsubj,1
27,24,Bus melaju kembali ke sekolah.,melaju,laju,VERB,0,root,2
27,24,Bus melaju kembali ke sekolah.,kembali,kembali,VERB,2,xcomp,3
27,24,Bus melaju kembali ke sekolah.,ke,ke,ADP,5,case,4
27,24,Bus melaju kembali ke sekolah.,sekolah,sekolah,NOUN,3,obl,5
27,24,Bus melaju kembali ke sekolah.,.,.,PUNCT,2,punct,6
27,25,Rio mendapat banyak ilmu baru.,Rio,rio,PROPN,2,nsubj,1
27,25,Rio mendapat banyak ilmu baru.,mendapat,dapat,VERB,0,root,2
27,25,Rio mendapat banyak ilmu baru.,banyak,banyak,ADV,4,advmod,3
27,25,Rio mendapat banyak ilmu baru.,ilmu,ilmu,NOUN,2,obj,4
27,25,Rio mendapat banyak ilmu baru.,baru,baru,ADJ,4,amod,5
27,25,Rio mendapat banyak ilmu baru.,.,.,PUNCT,2,punct,6
28,1,Fajar mengikuti kursus berenang.,Fajar,fajar,PROPN,2,nsubj,1
28,1,Fajar mengikuti kursus berenang.,mengikuti,ikut,VERB,0,root,2
28,1,Fajar mengikuti kursus berenang.,kursus,kursus,NOUN,2,obj,3
28,1,Fajar mengikuti kursus berenang.,berenang,renang,NOUN,3,compound,4
28,1,Fajar mengikuti kursus berenang.,.,.,PUNCT,2,punct,5
28,2,Latihan diadakan setiap hari Sabtu.,Latihan,latih,PROPN,2,nsubj:pass,1
28,2,Latihan diadakan setiap hari Sabtu.,diadakan,ada,VERB,0,root,2
28,2,Latihan diadakan setiap hari Sabtu.,setiap,setiap,DET,4,det,3
28,2,Latihan diadakan setiap hari Sabtu.,hari,hari,NOUN,2,obj,4
28,2,Latihan diadakan setiap hari Sabtu.,Sabtu,sabtu,PROPN,4,nmod,5
28,2,Latihan diadakan setiap hari Sabtu.,.,.,PUNCT,2,punct,6
28,3,Fajar menyiapkan pakaian renang di tas.,Fajar,fajar,PROPN,2,nsubj,1
28,3,Fajar menyiapkan pakaian renang di tas.,menyiapkan,siap,VERB,0,root,2
28,3,Fajar menyiapkan pakaian renang di tas.,pakaian,pakai,NOUN,2,obj,3
28,3,Fajar menyiapkan pakaian renang di tas.,renang,renang,NOUN,3,compound,4
28,3,Fajar menyiapkan pakaian renang di tas.,di,di,ADP,6,case,5
28,3,Fajar menyiapkan pakaian renang di tas.,tas,tas,NOUN,3,nmod,6
28,3,Fajar menyiapkan pakaian renang di tas.,.,.,PUNCT,2,punct,7
28,4,Fajar tiba di kolam renang pagi hari.,Fajar,fajar,PROPN,2,nsubj,1
28,4,Fajar tiba di kolam renang pagi hari.,tiba,tiba,VERB,0,root,2
28,4,Fajar tiba di kolam renang pagi hari.,di,di,ADP,4,case,3
28,4,Fajar tiba di kolam renang pagi hari.,kolam,kolam,NOUN,2,obl,4
28,4,Fajar tiba di kolam renang pagi hari.,renang,renang,NOUN,4,compound,5
28,4,Fajar tiba di kolam renang pagi hari.,pagi,pagi,NOUN,4,compound,6
28,4,Fajar tiba di kolam renang pagi hari.,hari,hari,NOUN,6,compound,7
28,4,Fajar tiba di kolam renang pagi hari.,.,.,PUNCT,2,punct,8
28,5,Pelatih renang sudah menunggu di tepi kolam.,Pelatih,penlatih,PROPN,4,nsubj,1
28,5,Pelatih renang sudah menunggu di tepi kolam.,renang,renang,NOUN,1,compound,2
28,5,Pelatih renang sudah menunggu di tepi kolam.,sudah,sudah,AUX,4,aux,3
28,5,Pelatih renang sudah menunggu di tepi kolam.,menunggu,tunggu,VERB,0,root,4
28,5,Pelatih renang sudah menunggu di tepi kolam.,di,di,ADP,6,case,5
28,5,Pelatih renang sudah menunggu di tepi kolam.,tepi,tepi,NOUN,4,obl,6
28,5,Pelatih renang sudah menunggu di tepi kolam.,kolam,kolam,NOUN,6,compound,7
28,5,Pelatih renang sudah menunggu di tepi kolam.,.,.,PUNCT,4,punct,8
28,6,Fajar melakukan pemanasan terlebih dahulu.,Fajar,fajar,PROPN,2,nsubj,1
28,6,Fajar melakukan pemanasan terlebih dahulu.,melakukan,laku,VERB,0,root,2
28,6,Fajar melakukan pemanasan terlebih dahulu.,pemanasan,panas,NOUN,2,obj,3
28,6,Fajar melakukan pemanasan terlebih dahulu.,terlebih,terlebih,ADV,3,advmod,4
28,6,Fajar melakukan pemanasan terlebih dahulu.,dahulu,dahulu,ADV,4,fixed,5
28,6,Fajar melakukan pemanasan terlebih dahulu.,.,.,PUNCT,2,punct,6
28,7,Pemanasan mencegah kram otot.,Pemanasan,penmanasan,PROPN,2,nsubj,1
28,7,Pemanasan mencegah kram otot.,mencegah,cegah,VERB,0,root,2
28,7,Pemanasan mencegah kram otot.,kram,kram,NOUN,2,obj,3
28,7,Pemanasan mencegah kram otot.,otot,otot,NOUN,3,compound,4
28,7,Pemanasan mencegah kram otot.,.,.,PUNCT,2,punct,5
28,8,Fajar turun ke dalam kolam renang.,Fajar,fajar,PROPN,2,nsubj,1
28,8,Fajar turun ke dalam kolam renang.,turun,turun,VERB,0,root,2
28,8,Fajar turun ke dalam kolam renang.,ke,ke,ADP,5,case,3
28,8,Fajar turun ke dalam kolam renang.,dalam,dalam,ADP,5,case,4
28,8,Fajar turun ke dalam kolam renang.,kolam,kolam,NOUN,2,obl,5
28,8,Fajar turun ke dalam kolam renang.,renang,renang,NOUN,5,compound,6
28,8,Fajar turun ke dalam kolam renang.,.,.,PUNCT,2,punct,7
28,9,Air kolam terasa sangat dingin.,Air,air,NOUN,3,nsubj,1
28,9,Air kolam terasa sangat dingin.,kolam,kolam,NOUN,1,compound,2
28,9,Air kolam terasa sangat dingin.,terasa,rasa,VERB,0,root,3
28,9,Air kolam terasa sangat dingin.,sangat,sangat,ADV,5,advmod,4
28,9,Air kolam terasa sangat dingin.,dingin,dingin,ADJ,3,amod,5
28,9,Air kolam terasa sangat dingin.,.,.,PUNCT,3,punct,6
28,10,Pelatih mengajarkan gaya bebas.,Pelatih,penlatih,PROPN,2,nsubj,1
28,10,Pelatih mengajarkan gaya bebas.,mengajarkan,ajar,VERB,0,root,2
28,10,Pelatih mengajarkan gaya bebas.,gaya,gaya,NOUN,2,obj,3
28,10,Pelatih mengajarkan gaya bebas.,bebas,bebas,ADJ,3,amod,4
28,10,Pelatih mengajarkan gaya bebas.,.,.,PUNCT,2,punct,5
28,11,Fajar menggerakkan kaki ke atas dan bawah.,Fajar,fajar,PROPN,2,nsubj,1
28,11,Fajar menggerakkan kaki ke atas dan bawah.,menggerakkan,gerak,VERB,0,root,2
28,11,Fajar menggerakkan kaki ke atas dan bawah.,kaki,kaki,NOUN,2,obj,3
28,11,Fajar menggerakkan kaki ke atas dan bawah.,ke,ke,ADP,5,case,4
28,11,Fajar menggerakkan kaki ke atas dan bawah.,atas,atas,NOUN,2,obl,5
28,11,Fajar menggerakkan kaki ke atas dan bawah.,dan,dan,CCONJ,7,cc,6
28,11,Fajar menggerakkan kaki ke atas dan bawah.,bawah,bawah,NOUN,5,conj,7
28,11,Fajar menggerakkan kaki ke atas dan bawah.,.,.,PUNCT,2,punct,8
28,12,Fajar memutar tangan ke depan.,Fajar,fajar,PROPN,2,nsubj,1
28,12,Fajar memutar tangan ke depan.,memutar,putar,VERB,0,root,2
28,12,Fajar memutar tangan ke depan.,tangan,tangan,NOUN,2,obj,3
28,12,Fajar memutar tangan ke depan.,ke,ke,ADP,5,case,4
28,12,Fajar memutar tangan ke depan.,depan,depan,NOUN,2,obl,5
28,12,Fajar memutar tangan ke depan.,.,.,PUNCT,2,punct,6
28,13,Fajar mengambil napas dari samping.,Fajar,fajar,PROPN,2,nsubj,1
28,13,Fajar mengambil napas dari samping.,mengambil,ambil,VERB,0,root,2
28,13,Fajar mengambil napas dari samping.,napas,napas,NOUN,2,obj,3
28,13,Fajar mengambil napas dari samping.,dari,dari,ADP,5,case,4
28,13,Fajar mengambil napas dari samping.,samping,samping,NOUN,3,nmod,5
28,13,Fajar mengambil napas dari samping.,.,.,PUNCT,2,punct,6
28,14,Gerakan Fajar masih sedikit kaku.,Gerakan,gerakan,PROPN,0,root,1
28,14,Gerakan Fajar masih sedikit kaku.,Fajar,fajar,PROPN,1,flat:name,2
28,14,Gerakan Fajar masih sedikit kaku.,masih,masih,ADV,5,advmod,3
28,14,Gerakan Fajar masih sedikit kaku.,sedikit,sedikit,ADV,5,advmod,4
28,14,Gerakan Fajar masih sedikit kaku.,kaku,kaku,ADJ,1,amod,5
28,14,Gerakan Fajar masih sedikit kaku.,.,.,PUNCT,1,punct,6
28,15,Pelatih memberikan contoh yang benar.,Pelatih,penlatih,PROPN,2,nsubj,1
28,15,Pelatih memberikan contoh yang benar.,memberikan,beri,VERB,0,root,2
28,15,Pelatih memberikan contoh yang benar.,contoh,contoh,NOUN,2,obj,3
28,15,Pelatih memberikan contoh yang benar.,yang,yang,PRON,5,nsubj,4
28,15,Pelatih memberikan contoh yang benar.,benar,benar,ADJ,3,acl:relcl,5
28,15,Pelatih memberikan contoh yang benar.,.,.,PUNCT,2,punct,6
28,16,Fajar mengulangi gerakan tersebut.,Fajar,fajar,PROPN,2,nsubj,1
28,16,Fajar mengulangi gerakan tersebut.,mengulangi,ulang,VERB,0,root,2
28,16,Fajar mengulangi gerakan tersebut.,gerakan,gerak,NOUN,2,obj,3
28,16,Fajar mengulangi gerakan tersebut.,tersebut,tersebut,DET,3,det,4
28,16,Fajar mengulangi gerakan tersebut.,.,.,PUNCT,2,punct,5
28,17,Fajar berenang sejauh sepuluh meter.,Fajar,fajar,PROPN,2,nsubj,1
28,17,Fajar berenang sejauh sepuluh meter.,berenang,renang,VERB,0,root,2
28,17,Fajar berenang sejauh sepuluh meter.,sejauh,sejauh,ADP,5,case,3
28,17,Fajar berenang sejauh sepuluh meter.,sepuluh,sepuluh,NUM,5,nummod,4
28,17,Fajar berenang sejauh sepuluh meter.,meter,meter,NOUN,2,obl,5
28,17,Fajar berenang sejauh sepuluh meter.,.,.,PUNCT,2,punct,6
28,18,Fajar merasa napasnya sangat tersengal.,Fajar,fajar,PROPN,2,nsubj,1
28,18,Fajar merasa napasnya sangat tersengal.,merasa,rasa,VERB,0,root,2
28,18,Fajar merasa napasnya sangat tersengal.,napas,napas,NOUN,2,obj,3
28,18,Fajar merasa napasnya sangat tersengal.,nya,dia,PRON,3,nmod:poss,4
28,18,Fajar merasa napasnya sangat tersengal.,sangat,sangat,ADV,6,advmod,5
28,18,Fajar merasa napasnya sangat tersengal.,tersengal,tersengal,VERB,2,ccomp,6
28,18,Fajar merasa napasnya sangat tersengal.,.,.,PUNCT,2,punct,7
28,19,Fajar beristirahat di pinggir kolam.,Fajar,fajar,PROPN,2,nsubj,1
28,19,Fajar beristirahat di pinggir kolam.,beristirahat,istirahat,VERB,0,root,2
28,19,Fajar beristirahat di pinggir kolam.,di,di,ADP,4,case,3
28,19,Fajar beristirahat di pinggir kolam.,pinggir,pinggir,NOUN,2,obl,4
28,19,Fajar beristirahat di pinggir kolam.,kolam,kolam,NOUN,4,compound,5
28,19,Fajar beristirahat di pinggir kolam.,.,.,PUNCT,2,punct,6
28,20,Pelatih memberikan pujian kepada Fajar.,Pelatih,penlatih,PROPN,2,nsubj,1
28,20,Pelatih memberikan pujian kepada Fajar.,memberikan,beri,VERB,0,root,2
28,20,Pelatih memberikan pujian kepada Fajar.,pujian,puji,NOUN,2,obj,3
28,20,Pelatih memberikan pujian kepada Fajar.,kepada,kepada,ADP,5,case,4
28,20,Pelatih memberikan pujian kepada Fajar.,Fajar,fajar,PROPN,2,obl,5
28,20,Pelatih memberikan pujian kepada Fajar.,.,.,PUNCT,2,punct,6
28,21,Fajar kembali berlatih dengan semangat.,Fajar,fajar,PROPN,3,nsubj,1
28,21,Fajar kembali berlatih dengan semangat.,kembali,kembali,ADV,3,advmod,2
28,21,Fajar kembali berlatih dengan semangat.,berlatih,latih,VERB,0,root,3
28,21,Fajar kembali berlatih dengan semangat.,dengan,dengan,ADP,5,case,4
28,21,Fajar kembali berlatih dengan semangat.,semangat,semangat,ADJ,3,xcomp,5
28,21,Fajar kembali berlatih dengan semangat.,.,.,PUNCT,3,punct,6
28,22,Latihan berenang selesai pada pukul sepuluh.,Latihan,latih,NOUN,3,nsubj,1
28,22,Latihan berenang selesai pada pukul sepuluh.,berenang,renang,NOUN,1,compound,2
28,22,Latihan berenang selesai pada pukul sepuluh.,selesai,selesai,VERB,0,root,3
28,22,Latihan berenang selesai pada pukul sepuluh.,pada,pada,ADP,5,case,4
28,22,Latihan berenang selesai pada pukul sepuluh.,pukul,pukul,NOUN,3,obl:tmod,5
28,22,Latihan berenang selesai pada pukul sepuluh.,sepuluh,sepuluh,NUM,5,nummod,6
28,22,Latihan berenang selesai pada pukul sepuluh.,.,.,PUNCT,3,punct,7
28,23,Fajar membilas tubuh di kamar mandi.,Fajar,fajar,PROPN,2,nsubj,1
28,23,Fajar membilas tubuh di kamar mandi.,membilas,bilas,VERB,0,root,2
28,23,Fajar membilas tubuh di kamar mandi.,tubuh,tubuh,NOUN,2,obj,3
28,23,Fajar membilas tubuh di kamar mandi.,di,di,ADP,5,case,4
28,23,Fajar membilas tubuh di kamar mandi.,kamar,kamar,NOUN,2,obl,5
28,23,Fajar membilas tubuh di kamar mandi.,mandi,mandi,NOUN,5,compound,6
28,23,Fajar membilas tubuh di kamar mandi.,.,.,PUNCT,2,punct,7
28,24,Fajar mengganti pakaian dengan baju bersih.,Fajar,fajar,PROPN,2,nsubj,1
28,24,Fajar mengganti pakaian dengan baju bersih.,mengganti,ganti,VERB,0,root,2
28,24,Fajar mengganti pakaian dengan baju bersih.,pakaian,pakai,NOUN,2,obj,3
28,24,Fajar mengganti pakaian dengan baju bersih.,dengan,dengan,ADP,5,case,4
28,24,Fajar mengganti pakaian dengan baju bersih.,baju,baju,NOUN,2,obl,5
28,24,Fajar mengganti pakaian dengan baju bersih.,bersih,bersih,ADJ,5,amod,6
28,24,Fajar mengganti pakaian dengan baju bersih.,.,.,PUNCT,2,punct,7
28,25,Fajar pulang ke rumah bersama ayah.,Fajar,fajar,PROPN,2,nsubj,1
28,25,Fajar pulang ke rumah bersama ayah.,pulang,pulang,VERB,0,root,2
28,25,Fajar pulang ke rumah bersama ayah.,ke,ke,ADP,4,case,3
28,25,Fajar pulang ke rumah bersama ayah.,rumah,rumah,NOUN,2,obl,4
28,25,Fajar pulang ke rumah bersama ayah.,bersama,bersama,ADP,6,case,5
28,25,Fajar pulang ke rumah bersama ayah.,ayah,ayah,NOUN,4,nmod,6
28,25,Fajar pulang ke rumah bersama ayah.,.,.,PUNCT,2,punct,7
29,1,Desa Pak Hasan berada di dekat hutan.,Desa,desa,PROPN,4,nsubj,1
29,1,Desa Pak Hasan berada di dekat hutan.,Pak,pak,PROPN,1,flat:name,2
29,1,Desa Pak Hasan berada di dekat hutan.,Hasan,hasan,PROPN,2,flat:name,3
29,1,Desa Pak Hasan berada di dekat hutan.,berada,ada,VERB,0,root,4
29,1,Desa Pak Hasan berada di dekat hutan.,di,di,ADP,7,case,5
29,1,Desa Pak Hasan berada di dekat hutan.,dekat,dekat,ADJ,7,amod,6
29,1,Desa Pak Hasan berada di dekat hutan.,hutan,hutan,NOUN,4,obl,7
29,1,Desa Pak Hasan berada di dekat hutan.,.,.,PUNCT,4,punct,8
29,2,Pak Hasan membutuhkan kayu bakar.,Pak,pak,PROPN,3,nsubj,1
29,2,Pak Hasan membutuhkan kayu bakar.,Hasan,hasan,PROPN,1,flat:name,2
29,2,Pak Hasan membutuhkan kayu bakar.,membutuhkan,butuh,VERB,0,root,3
29,2,Pak Hasan membutuhkan kayu bakar.,kayu,kayu,NOUN,3,obj,4
29,2,Pak Hasan membutuhkan kayu bakar.,bakar,bakar,NOUN,4,compound,5
29,2,Pak Hasan membutuhkan kayu bakar.,.,.,PUNCT,3,punct,6
29,3,Pak Hasan pergi ke hutan membawa parang.,Pak,pak,PROPN,3,nsubj,1
29,3,Pak Hasan pergi ke hutan membawa parang.,Hasan,hasan,PROPN,1,flat:name,2
29,3,Pak Hasan pergi ke hutan membawa parang.,pergi,pergi,VERB,0,root,3
29,3,Pak Hasan pergi ke hutan membawa parang.,ke,ke,ADP,5,case,4
29,3,Pak Hasan pergi ke hutan membawa parang.,hutan,hutan,NOUN,3,obl,5
29,3,Pak Hasan pergi ke hutan membawa parang.,membawa,bawa,VERB,3,xcomp,6
29,3,Pak Hasan pergi ke hutan membawa parang.,parang,parang,NOUN,6,obj,7
29,3,Pak Hasan pergi ke hutan membawa parang.,.,.,PUNCT,3,punct,8
29,4,Pak Hasan mencari dahan pohon kering.,Pak,pak,PROPN,3,nsubj,1
29,4,Pak Hasan mencari dahan pohon kering.,Hasan,hasan,PROPN,1,flat:name,2
29,4,Pak Hasan mencari dahan pohon kering.,mencari,cari,VERB,0,root,3
29,4,Pak Hasan mencari dahan pohon kering.,dahan,dahan,NOUN,3,obj,4
29,4,Pak Hasan mencari dahan pohon kering.,pohon,pohon,NOUN,4,compound,5
29,4,Pak Hasan mencari dahan pohon kering.,kering,kering,ADJ,5,amod,6
29,4,Pak Hasan mencari dahan pohon kering.,.,.,PUNCT,3,punct,7
29,5,Hutan itu memiliki banyak pohon rindang.,Hutan,hutan,NOUN,3,nsubj,1
29,5,Hutan itu memiliki banyak pohon rindang.,itu,itu,DET,1,det,2
29,5,Hutan itu memiliki banyak pohon rindang.,memiliki,milik,VERB,0,root,3
29,5,Hutan itu memiliki banyak pohon rindang.,banyak,banyak,ADV,5,advmod,4
29,5,Hutan itu memiliki banyak pohon rindang.,pohon,pohon,NOUN,3,obj,5
29,5,Hutan itu memiliki banyak pohon rindang.,rindang,rindang,NOUN,5,compound,6
29,5,Hutan itu memiliki banyak pohon rindang.,.,.,PUNCT,3,punct,7
29,6,Pak Hasan menemukan sebuah pohon tumbang.,Pak,pak,PROPN,3,nsubj,1
29,6,Pak Hasan menemukan sebuah pohon tumbang.,Hasan,hasan,PROPN,1,flat:name,2
29,6,Pak Hasan menemukan sebuah pohon tumbang.,menemukan,temu,VERB,0,root,3
29,6,Pak Hasan menemukan sebuah pohon tumbang.,sebuah,buah,DET,5,det,4
29,6,Pak Hasan menemukan sebuah pohon tumbang.,pohon,pohon,NOUN,3,obj,5
29,6,Pak Hasan menemukan sebuah pohon tumbang.,tumbang,tumbang,VERB,5,acl,6
29,6,Pak Hasan menemukan sebuah pohon tumbang.,.,.,PUNCT,3,punct,7
29,7,Pohon itu sudah sangat kering.,Pohon,pohon,PROPN,0,root,1
29,7,Pohon itu sudah sangat kering.,itu,itu,DET,1,det,2
29,7,Pohon itu sudah sangat kering.,sudah,sudah,AUX,5,aux,3
29,7,Pohon itu sudah sangat kering.,sangat,sangat,ADV,5,advmod,4
29,7,Pohon itu sudah sangat kering.,kering,kering,ADJ,1,amod,5
29,7,Pohon itu sudah sangat kering.,.,.,PUNCT,1,punct,6
29,8,Pak Hasan memotong dahan dengan parang.,Pak,pak,PROPN,3,nsubj,1
29,8,Pak Hasan memotong dahan dengan parang.,Hasan,hasan,PROPN,1,flat:name,2
29,8,Pak Hasan memotong dahan dengan parang.,memotong,potong,VERB,0,root,3
29,8,Pak Hasan memotong dahan dengan parang.,dahan,dahan,NOUN,3,obj,4
29,8,Pak Hasan memotong dahan dengan parang.,dengan,dengan,ADP,6,case,5
29,8,Pak Hasan memotong dahan dengan parang.,parang,parang,NOUN,3,obl,6
29,8,Pak Hasan memotong dahan dengan parang.,.,.,PUNCT,3,punct,7
29,9,Pak Hasan mengumpulkan potongan kayu.,Pak,pak,PROPN,3,nsubj,1
29,9,Pak Hasan mengumpulkan potongan kayu.,Hasan,hasan,PROPN,1,flat:name,2
29,9,Pak Hasan mengumpulkan potongan kayu.,mengumpulkan,kumpul,VERB,0,root,3
29,9,Pak Hasan mengumpulkan potongan kayu.,potongan,potong,NOUN,3,obj,4
29,9,Pak Hasan mengumpulkan potongan kayu.,kayu,kayu,NOUN,4,compound,5
29,9,Pak Hasan mengumpulkan potongan kayu.,.,.,PUNCT,3,punct,6
29,10,Potongan kayu itu diikat dengan tali rotan.,Potongan,potongan,NOUN,4,nsubj:pass,1
29,10,Potongan kayu itu diikat dengan tali rotan.,kayu,kayu,NOUN,1,compound,2
29,10,Potongan kayu itu diikat dengan tali rotan.,itu,itu,DET,1,det,3
29,10,Potongan kayu itu diikat dengan tali rotan.,diikat,ikat,VERB,0,root,4
29,10,Potongan kayu itu diikat dengan tali rotan.,dengan,dengan,ADP,6,case,5
29,10,Potongan kayu itu diikat dengan tali rotan.,tali,tali,NOUN,4,obl,6
29,10,Potongan kayu itu diikat dengan tali rotan.,rotan,rotan,NOUN,6,compound,7
29,10,Potongan kayu itu diikat dengan tali rotan.,.,.,PUNCT,4,punct,8
29,11,Pak Hasan memanggul ikatan kayu di pundak.,Pak,pak,PROPN,3,nsubj,1
29,11,Pak Hasan memanggul ikatan kayu di pundak.,Hasan,hasan,PROPN,1,flat:name,2
29,11,Pak Hasan memanggul ikatan kayu di pundak.,memanggul,panggul,VERB,0,root,3
29,11,Pak Hasan memanggul ikatan kayu di pundak.,ikatan,ikat,NOUN,3,obj,4
29,11,Pak Hasan memanggul ikatan kayu di pundak.,kayu,kayu,NOUN,4,compound,5
29,11,Pak Hasan memanggul ikatan kayu di pundak.,di,di,ADP,7,case,6
29,11,Pak Hasan memanggul ikatan kayu di pundak.,pundak,pundak,NOUN,4,nmod,7
29,11,Pak Hasan memanggul ikatan kayu di pundak.,.,.,PUNCT,3,punct,8
29,12,Beban kayu itu cukup berat.,Beban,beban,NOUN,0,root,1
29,12,Beban kayu itu cukup berat.,kayu,kayu,NOUN,1,compound,2
29,12,Beban kayu itu cukup berat.,itu,itu,DET,2,det,3
29,12,Beban kayu itu cukup berat.,cukup,cukup,ADV,5,advmod,4
29,12,Beban kayu itu cukup berat.,berat,berat,ADJ,1,amod,5
29,12,Beban kayu itu cukup berat.,.,.,PUNCT,1,punct,6
29,13,Pak Hasan berjalan kembali ke desa.,Pak,pak,PROPN,3,nsubj,1
29,13,Pak Hasan berjalan kembali ke desa.,Hasan,hasan,PROPN,1,flat:name,2
29,13,Pak Hasan berjalan kembali ke desa.,berjalan,jalan,VERB,0,root,3
29,13,Pak Hasan berjalan kembali ke desa.,kembali,kembali,VERB,3,xcomp,4
