id_teks,id_kalimat,kalimat,subjek,predikat,objek,keterangan,pertanyaan,cosine_similarity
35,16,Jojo membawa layang-layang ke lapangan.,Jojo,membawa,layang-layang,ke lapangan,Apa yang Jojo bawa ke lapangan?,0.7891
35,16,Jojo membawa layang-layang ke lapangan.,Jojo,membawa,layang-layang,ke lapangan,Ke mana Jojo membawa layang-layang?,0.7246
35,17,Angin sore bertiup sangat kencang.,Angin sore,bertiup,,sangat kencang,Apa yang bertiup sangat kencang?,0.4918
35,18,Jojo memegang benang pancing.,Jojo,memegang,benang pancing,,Siapa yang memegang benang pancing?,0.6469
35,18,Jojo memegang benang pancing.,Jojo,memegang,benang pancing,,Apa yang Jojo pegang?,0.6224
35,19,Ayah membantu melepaskan layang-layang.,Ayah,membantu melepaskan,layang-layang,,Siapa yang membantu melepaskan layang-layang?,0.6801
35,19,Ayah membantu melepaskan layang-layang.,Ayah,membantu melepaskan,layang-layang,,Apa yang Ayah bantukan?,0.4185
35,20,Layang-layang terbang tinggi di udara.,Layang-layang,terbang,,tinggi di udara,Apa yang terbang tinggi di udara?,0.8158
35,20,Layang-layang terbang tinggi di udara.,Layang-layang,terbang,,tinggi di udara,Di mana Layang-layang terbang ?,0.6788
35,21,Jojo menarik benang dengan hati-hati.,Jojo,menarik,benang,dengan hati-hati,Siapa yang menarik benang dengan hati-hati?,0.4392
35,21,Jojo menarik benang dengan hati-hati.,Jojo,menarik,benang,dengan hati-hati,Apa yang Jojo menarik dengan hati-hati?,0.7435
35,22,Layang-layang menari-nari di langit.,Layang-layang,menari-nari,,di langit,Siapa yang menari-nari di langit?,0.7815
35,22,Layang-layang menari-nari di langit.,Layang-layang,menari-nari,,di langit,Di mana Layang-layang menari-nari ?,0.5913
35,23,Teman-teman Jojo ikut melihat layang-layang.,Teman-teman Jojo,ikut melihat,layang-layang,,Apa yang ikut melihat layang-layang?,0.3919
35,23,Teman-teman Jojo ikut melihat layang-layang.,Teman-teman Jojo,ikut melihat,layang-layang,,Apa yang Teman-teman Jojo ikut?,0.7005
35,24,Jojo merasa sangat senang dan bangga.,Jojo,merasa,,sangat senang dan bangga,Siapa yang merasa sangat senang dan bangga?,0.6308
35,25,Jojo bermain sampai langit menjadi gelap.,Jojo,bermain menjadi,,sampai langit,Siapa yang bermain menjadi sampai langit?,0.5376
36,1,Halaman rumah kakek memiliki pohon mangga.,Halaman rumah kakek,memiliki,pohon mangga,,Apa yang memiliki pohon mangga?,0.5965
36,1,Halaman rumah kakek memiliki pohon mangga.,Halaman rumah kakek,memiliki,pohon mangga,,Apa yang Halaman rumah kakek miliki?,0.5791
36,2,Pohon mangga itu berbuah sangat lebat.,Pohon mangga itu,berbuah,,sangat lebat,Apa yang berbuah sangat lebat?,0.1771
36,3,Buah mangga terlihat besar dan kekuningan.,Buah mangga,terlihat,,besar dan kekuningan,Apa yang terlihat besar dan kekuningan?,0.3577
36,4,Kakek ingin memanen buah mangga hari ini.,Kakek,ingin memanen,buah mangga,hari ini,Siapa yang ingin memanen buah mangga hari ini?,0.7646
36,4,Kakek ingin memanen buah mangga hari ini.,Kakek,ingin memanen,buah mangga,hari ini,Apa yang Kakek memanen hari ini?,0.5761
36,5,Kakek mengambil sebuah galah bambu panjang.,Kakek,mengambil,sebuah galah bambu panjang,,Siapa yang mengambil sebuah galah bambu panjang?,0.7409
36,5,Kakek mengambil sebuah galah bambu panjang.,Kakek,mengambil,sebuah galah bambu panjang,,Apa yang Kakek ambil?,0.5287
36,7,Doni membantu kakek di bawah pohon.,Doni,membantu,kakek,di bawah pohon,Siapa yang membantu kakek di bawah pohon?,0.9121
36,7,Doni membantu kakek di bawah pohon.,Doni,membantu,kakek,di bawah pohon,Apa yang Doni bantu di bawah pohon?,0.7018
36,7,Doni membantu kakek di bawah pohon.,Doni,membantu,kakek,di bawah pohon,Di mana Doni membantu kakek?,0.6296
36,8,Doni membawa sebuah keranjang anyaman.,Doni,membawa,sebuah keranjang anyaman,,Siapa yang membawa sebuah keranjang anyaman?,0.8184
36,8,Doni membawa sebuah keranjang anyaman.,Doni,membawa,sebuah keranjang anyaman,,Apa yang Doni bawa?,0.7184
36,9,Kakek mengarahkan jaring ke buah mangga.,Kakek,mengarahkan,jaring,ke buah mangga,Siapa yang mengarahkan jaring ke buah mangga?,0.7458
36,9,Kakek mengarahkan jaring ke buah mangga.,Kakek,mengarahkan,jaring,ke buah mangga,Apa yang Kakek karahkan ke buah mangga?,0.8371
36,9,Kakek mengarahkan jaring ke buah mangga.,Kakek,mengarahkan,jaring,ke buah mangga,Ke mana Kakek mengarahkan jaring?,0.3896
36,10,Kakek menarik galah dengan kuat.,Kakek,menarik,galah,dengan kuat,Siapa yang menarik galah dengan kuat?,0.6198
36,10,Kakek menarik galah dengan kuat.,Kakek,menarik,galah,dengan kuat,Apa yang Kakek menarik dengan kuat?,0.6338
36,11,Buah mangga jatuh ke dalam jaring.,Buah mangga,jatuh,,ke dalam jaring,Apa yang jatuh ke dalam jaring?,0.4136
36,11,Buah mangga jatuh ke dalam jaring.,Buah mangga,jatuh,,ke dalam jaring,Ke mana Buah mangga jatuh ?,0.847
36,12,Kakek menurunkan galah ke bawah.,Kakek,menurunkan,galah,ke bawah,Siapa yang menurunkan galah ke bawah?,0.7092
36,12,Kakek menurunkan galah ke bawah.,Kakek,menurunkan,galah,ke bawah,Apa yang Kakek turunkan ke bawah?,0.7228
36,12,Kakek menurunkan galah ke bawah.,Kakek,menurunkan,galah,ke bawah,Ke mana Kakek menurunkan galah?,0.733
36,13,Doni mengambil mangga dari dalam jaring.,Doni,mengambil,mangga,dari dalam jaring,Siapa yang mengambil mangga dari dalam jaring?,0.7917
36,13,Doni mengambil mangga dari dalam jaring.,Doni,mengambil,mangga,dari dalam jaring,Apa yang Doni ambil dari dalam jaring?,0.6223
36,13,Doni mengambil mangga dari dalam jaring.,Doni,mengambil,mangga,dari dalam jaring,Dari mana Doni mengambil mangga?,0.7834
36,14,Doni memasukkan mangga ke dalam keranjang.,Doni,memasukkan,mangga,ke dalam keranjang,Siapa yang memasukkan mangga ke dalam keranjang?,0.7243
36,14,Doni memasukkan mangga ke dalam keranjang.,Doni,memasukkan,mangga,ke dalam keranjang,Apa yang Doni masukkan ke dalam keranjang?,0.5878
36,14,Doni memasukkan mangga ke dalam keranjang.,Doni,memasukkan,mangga,ke dalam keranjang,Ke mana Doni memasukkan mangga?,0.7252
36,15,Mangga itu memiliki aroma yang harum.,Mangga itu,memiliki,aroma yang harum,,Apa yang memiliki aroma yang harum?,0.6145
36,15,Mangga itu memiliki aroma yang harum.,Mangga itu,memiliki,aroma yang harum,,Apa yang Mangga itu miliki?,0.7471
36,16,Kakek memetik dua puluh buah mangga.,Kakek,memetik,dua puluh buah mangga,,Siapa yang memetik dua puluh buah mangga?,0.7792
36,16,Kakek memetik dua puluh buah mangga.,Kakek,memetik,dua puluh buah mangga,,Apa yang Kakek petik?,0.3674
36,17,Keranjang anyaman menjadi sangat penuh.,Keranjang anyaman,menjadi,,sangat penuh,Apa yang menjadi sangat penuh?,0.7423
36,18,Kakek dan Doni duduk di teras rumah.,Kakek dan Doni,duduk,,di teras rumah,Siapa yang duduk di teras rumah?,0.629
36,18,Kakek dan Doni duduk di teras rumah.,Kakek dan Doni,duduk,,di teras rumah,Di mana Kakek dan Doni duduk ?,0.6904
36,19,Kakek mengupas satu buah mangga matang.,Kakek,mengupas,satu buah mangga matang,,Siapa yang mengupas satu buah mangga matang?,0.6452
36,19,Kakek mengupas satu buah mangga matang.,Kakek,mengupas,satu buah mangga matang,,Apa yang Kakek upas?,0.438
36,20,Daging mangga berwarna oranye terang.,Daging mangga,berwarna,,oranye terang,Apa yang berwarna oranye terang?,0.8262
36,21,Kakek memotong mangga menjadi potongan kecil.,Kakek,memotong menjadi,potongan kecil,,Siapa yang memotong menjadi potongan kecil?,0.5077
36,21,Kakek memotong mangga menjadi potongan kecil.,Kakek,memotong menjadi,potongan kecil,,Apa yang Kakek potongi?,0.4988
36,22,Doni memakan potongan mangga tersebut.,Doni,memakan,potongan mangga tersebut,,Siapa yang memakan potongan mangga tersebut?,0.8513
36,22,Doni memakan potongan mangga tersebut.,Doni,memakan,potongan mangga tersebut,,Apa yang Doni makan?,0.5535
36,24,Nenek membagikan mangga kepada tetangga.,Nenek,membagikan,mangga,kepada tetangga,Siapa yang membagikan mangga kepada tetangga?,0.7749
36,24,Nenek membagikan mangga kepada tetangga.,Nenek,membagikan,mangga,kepada tetangga,Apa yang Nenek bagikan kepada tetangga?,0.635
36,25,Semua orang menikmati hasil panen kakek.,Semua orang,menikmati,hasil panen kakek,,Apa yang menikmati hasil panen kakek?,0.7488
36,25,Semua orang menikmati hasil panen kakek.,Semua orang,menikmati,hasil panen kakek,,Apa yang Semua orang nikmati?,0.4229
37,1,Budi bermain sepak bola pada sore hari.,Budi,bermain,sepak bola,pada sore hari,Siapa yang bermain sepak bola pada sore hari?,0.8581
37,1,Budi bermain sepak bola pada sore hari.,Budi,bermain,sepak bola,pada sore hari,Apa yang Budi main pada sore hari?,0.7315
37,2,Budi bermain bersama teman-teman.,Budi,bermain,,bersama teman-teman,Siapa yang bermain bersama teman-teman?,0.7584
37,3,Mereka bermain di lapangan desa.,Mereka,bermain,,di lapangan desa,Siapa yang bermain di lapangan desa?,0.8402
37,3,Mereka bermain di lapangan desa.,Mereka,bermain,,di lapangan desa,Di mana Mereka bermain ?,0.4758
37,5,Budi memakai sepatu bola hitam.,Budi,memakai,sepatu bola hitam,,Siapa yang memakai sepatu bola hitam?,0.7649
37,5,Budi memakai sepatu bola hitam.,Budi,memakai,sepatu bola hitam,,Apa yang Budi pakai?,0.3951
37,6,Budi menendang bola dengan kuat.,Budi,menendang,bola,dengan kuat,Siapa yang menendang bola dengan kuat?,0.7901
37,6,Budi menendang bola dengan kuat.,Budi,menendang,bola,dengan kuat,Apa yang Budi tendang dengan kuat?,0.6678
37,7,Bola melambung tinggi ke udara.,Bola,melambung,,tinggi ke udara,Apa yang melambung tinggi ke udara?,0.6375
37,7,Bola melambung tinggi ke udara.,Bola,melambung,,tinggi ke udara,Ke mana Bola melambung ?,0.672
37,8,Kiper melompat menangkap bola.,Kiper,melompat menangkap,bola,,Siapa yang melompat menangkap bola?,0.7057
37,8,Kiper melompat menangkap bola.,Kiper,melompat menangkap,bola,,Apa yang Kiper lompat?,0.6956
37,9,Kiper gagal menangkap bola itu.,Kiper,gagal menangkap,bola itu,,Siapa yang gagal menangkap bola itu?,0.687
37,9,Kiper gagal menangkap bola itu.,Kiper,gagal menangkap,bola itu,,Apa yang Kiper gagal?,0.6828
37,10,Bola masuk ke dalam gawang.,Bola,masuk,,ke dalam gawang,Apa yang masuk ke dalam gawang?,0.5318
37,10,Bola masuk ke dalam gawang.,Bola,masuk,,ke dalam gawang,Ke mana Bola masuk ?,0.7977
37,11,Budi mencetak sebuah gol.,Budi,mencetak,sebuah gol,,Siapa yang mencetak sebuah gol?,0.8327
37,11,Budi mencetak sebuah gol.,Budi,mencetak,sebuah gol,,Apa yang Budi cetak?,0.2899
37,12,Teman-teman bersorak dengan sangat gembira.,Teman-teman,bersorak,,dengan sangat gembira,Apa yang bersorak dengan sangat gembira?,0.5884
37,13,Mereka melanjutkan permainan dengan semangat.,Mereka,melanjutkan,permainan,dengan semangat,Siapa yang melanjutkan permainan dengan semangat?,0.7469
37,13,Mereka melanjutkan permainan dengan semangat.,Mereka,melanjutkan,permainan,dengan semangat,Apa yang Mereka lanjutkan dengan semangat?,0.5889
37,14,Peluh membasahi baju mereka.,Peluh,membasahi,baju mereka,,Siapa yang membasahi baju mereka?,0.7639
37,14,Peluh membasahi baju mereka.,Peluh,membasahi,baju mereka,,Apa yang Peluh basahi?,0.3176
37,15,Waktu permainan sudah hampir habis.,Waktu permainan,sudah habis,,hampir,Apa yang sudah habis hampir?,0.5626
37,16,Wasit meniup peluit panjang.,Wasit,meniup,peluit panjang,,Siapa yang meniup peluit panjang?,0.6999
37,16,Wasit meniup peluit panjang.,Wasit,meniup,peluit panjang,,Apa yang Wasit tiup?,0.5254
37,17,Pertandingan selesai pada pukul lima.,Pertandingan,selesai,,,Apa yang selesai?,0.3411
37,18,Tim Budi memenangkan pertandingan itu.,Tim Budi,memenangkan,pertandingan itu,,Siapa yang memenangkan pertandingan itu?,0.565
37,18,Tim Budi memenangkan pertandingan itu.,Tim Budi,memenangkan,pertandingan itu,,Apa yang Tim Budi menangkan?,0.1409
37,19,Mereka bersalaman di tengah lapangan.,Mereka,bersalaman,,di tengah lapangan,Siapa yang bersalaman di tengah lapangan?,0.7928
37,19,Mereka bersalaman di tengah lapangan.,Mereka,bersalaman,,di tengah lapangan,Di mana Mereka bersalaman ?,0.5141
37,20,Budi merasa sangat lelah.,Budi,merasa,,sangat lelah,Siapa yang merasa sangat lelah?,0.8328
37,21,Budi berjalan pulang ke rumah.,Budi,berjalan pulang,,ke rumah,Siapa yang berjalan pulang ke rumah?,0.7727
37,21,Budi berjalan pulang ke rumah.,Budi,berjalan pulang,,ke rumah,Ke mana Budi berjalan pulang ?,0.8367
37,22,Ibu sudah menyiapkan air minum.,Ibu,sudah menyiapkan,air minum,,Siapa yang sudah menyiapkan air minum?,0.7524
37,22,Ibu sudah menyiapkan air minum.,Ibu,sudah menyiapkan,air minum,,Apa yang Ibu siapkan?,0.2838
37,23,Budi meminum air putih dingin.,Budi,meminum,air putih dingin,,Siapa yang meminum air putih dingin?,0.7831
37,23,Budi meminum air putih dingin.,Budi,meminum,air putih dingin,,Apa yang Budi pinum?,0.3994
37,24,Budi segera mandi dengan bersih.,Budi,mandi,,segera dengan bersih,Siapa yang mandi segera dengan bersih?,0.8879
37,25,Budi menceritakan kemenangan itu kepada ayah.,Budi,menceritakan,kemenangan itu,kepada ayah,Siapa yang menceritakan kemenangan itu kepada ayah?,0.895
37,25,Budi menceritakan kemenangan itu kepada ayah.,Budi,menceritakan,kemenangan itu,kepada ayah,Apa yang Budi ceritakan kepada ayah?,0.5846
38,1,Ibu mengajak Rini ke pasar.,Ibu,mengajak,Rini,ke pasar,Siapa yang mengajak Rini ke pasar?,0.8169
38,1,Ibu mengajak Rini ke pasar.,Ibu,mengajak,Rini,ke pasar,Siapa yang Ibu ajak ke pasar?,0.4804
38,1,Ibu mengajak Rini ke pasar.,Ibu,mengajak,Rini,ke pasar,Ke mana Ibu mengajak Rini?,0.6525
38,2,Mereka berangkat naik becak.,Mereka,berangkat naik,becak,,Siapa yang berangkat naik becak?,0.7676
38,2,Mereka berangkat naik becak.,Mereka,berangkat naik,becak,,Apa yang Mereka berangkat?,0.7472
38,3,Becak melaju dengan sangat pelan.,Becak,melaju,,,Siapa yang melaju?,0.1597
38,5,Mereka tiba di pasar tradisional.,Mereka,tiba,,di pasar tradisional,Siapa yang tiba di pasar tradisional?,0.8744
38,5,Mereka tiba di pasar tradisional.,Mereka,tiba,,di pasar tradisional,Di mana Mereka tiba ?,0.364
38,6,Suasana pasar sangat ramai.,Suasana pasar,ramai,,sangat,Apa yang ramai sangat?,0.574
38,7,Ibu berjalan menuju los sayuran.,Ibu,berjalan,,menuju los sayuran,Apa yang berjalan menuju los sayuran?,0.7301
38,8,Ibu membeli bayam dan wortel.,Ibu,membeli,bayam,,Apa yang membeli bayam?,0.6265
38,8,Ibu membeli bayam dan wortel.,Ibu,membeli,bayam,,Apa yang Ibu beli?,0.3576
38,9,Penjual menimbang sayuran itu.,Penjual,menimbang,sayuran itu,,Siapa yang menimbang sayuran itu?,0.6418
38,9,Penjual menimbang sayuran itu.,Penjual,menimbang,sayuran itu,,Apa yang Penjual timbang?,0.4642
38,10,Ibu membayar dengan uang kertas.,Ibu,membayar,,dengan uang kertas,Siapa yang membayar dengan uang kertas?,0.7547
38,11,Rini melihat pedagang buah.,Rini,melihat,pedagang buah,,Siapa yang melihat pedagang buah?,0.7594
38,11,Rini melihat pedagang buah.,Rini,melihat,pedagang buah,,Apa yang Rini lihat?,0.6116
38,12,Pedagang buah menjual apel manis.,Pedagang buah,menjual,apel manis,,Apa yang menjual apel manis?,0.8683
38,12,Pedagang buah menjual apel manis.,Pedagang buah,menjual,apel manis,,Apa yang Pedagang buah jual?,0.6541
38,13,Ibu membeli dua kilogram apel.,Ibu,membeli,dua kilogram apel,,Siapa yang membeli dua kilogram apel?,0.8489
38,13,Ibu membeli dua kilogram apel.,Ibu,membeli,dua kilogram apel,,Apa yang Ibu beli?,0.2909
38,14,Rini membawa kantong plastik buah.,Rini,membawa,kantong plastik buah,,Siapa yang membawa kantong plastik buah?,0.8264
38,14,Rini membawa kantong plastik buah.,Rini,membawa,kantong plastik buah,,Apa yang Rini bawa?,0.3089
38,15,Mereka berjalan ke bagian ikan.,Mereka,berjalan,,ke bagian ikan,Siapa yang berjalan ke bagian ikan?,0.82
38,15,Mereka berjalan ke bagian ikan.,Mereka,berjalan,,ke bagian ikan,Ke mana Mereka berjalan ?,0.3668
38,16,Ibu memilih ikan segar.,Ibu,memilih,ikan segar,,Apa yang memilih ikan segar?,0.8436
38,16,Ibu memilih ikan segar.,Ibu,memilih,ikan segar,,Apa yang Ibu pilih?,0.1193
38,17,Penjual membersihkan sisik ikan.,Penjual,membersihkan,sisik ikan,,Siapa yang membersihkan sisik ikan?,0.6451
38,17,Penjual membersihkan sisik ikan.,Penjual,membersihkan,sisik ikan,,Apa yang Penjual bersihkan?,0.5424
38,18,Ibu memasukkan ikan ke keranjang.,Ibu,memasukkan,ikan,ke keranjang,Apa yang memasukkan ikan ke keranjang?,0.7765
38,18,Ibu memasukkan ikan ke keranjang.,Ibu,memasukkan,ikan,ke keranjang,Apa yang Ibu masukkan ke keranjang?,0.3843
38,18,Ibu memasukkan ikan ke keranjang.,Ibu,memasukkan,ikan,ke keranjang,Ke mana Ibu memasukkan ikan?,0.7211
38,19,Mereka juga membeli bumbu dapur.,Mereka,membeli,bumbu dapur,juga,Siapa yang membeli bumbu dapur juga?,0.8336
38,19,Mereka juga membeli bumbu dapur.,Mereka,membeli,bumbu dapur,juga,Apa yang Mereka beli juga?,0.5056
38,21,Rini merasa sedikit capek.,Rini,merasa,,sedikit capek,Siapa yang merasa sedikit capek?,0.612
38,22,Ibu membelikan kue putu.,Ibu,membelikan,kue putu,,Apa yang membelikan kue putu?,0.8591
38,22,Ibu membelikan kue putu.,Ibu,membelikan,kue putu,,Apa yang Ibu belikan?,0.4508
38,23,Rini memakan kue putu itu.,Rini,memakan,kue putu itu,,Siapa yang memakan kue putu itu?,0.742
38,23,Rini memakan kue putu itu.,Rini,memakan,kue putu itu,,Apa yang Rini makan?,0.5099
38,24,Mereka kembali memanggil becak.,Mereka,memanggil,becak,kembali,Siapa yang memanggil becak kembali?,0.8382
38,24,Mereka kembali memanggil becak.,Mereka,memanggil,becak,kembali,Apa yang Mereka panggil kembali?,0.811
38,25,Mereka pulang ke rumah dengan senang.,Mereka,pulang,,ke rumah dengan senang,Siapa yang pulang ke rumah dengan senang?,0.7959
38,25,Mereka pulang ke rumah dengan senang.,Mereka,pulang,,ke rumah dengan senang,Ke mana Mereka pulang ?,0.4796
39,1,Tika membantu ibu di dapur.,Tika,membantu,ibu,di dapur,Siapa yang membantu ibu di dapur?,0.7546
39,1,Tika membantu ibu di dapur.,Tika,membantu,ibu,di dapur,Apa yang Tika bantu di dapur?,0.6726
39,1,Tika membantu ibu di dapur.,Tika,membantu,ibu,di dapur,Di mana Tika membantu ibu?,0.4956
39,2,Ibu ingin membuat kue bolu.,Ibu,ingin membuat,kue bolu,,Siapa yang ingin membuat kue bolu?,0.8356
39,2,Ibu ingin membuat kue bolu.,Ibu,ingin membuat,kue bolu,,Apa yang Ibu buat?,0.223
39,3,Tika mengambil telur dari kulkas.,Tika,mengambil,telur,dari kulkas,Siapa yang mengambil telur dari kulkas?,0.6288
39,3,Tika mengambil telur dari kulkas.,Tika,mengambil,telur,dari kulkas,Apa yang Tika ambil dari kulkas?,0.573
39,3,Tika mengambil telur dari kulkas.,Tika,mengambil,telur,dari kulkas,Dari mana Tika mengambil telur?,0.5138
39,4,Ibu menyiapkan tepung terigu.,Ibu,menyiapkan,tepung terigu,,Apa yang menyiapkan tepung terigu?,0.8231
39,4,Ibu menyiapkan tepung terigu.,Ibu,menyiapkan,tepung terigu,,Apa yang Ibu siapkan?,0.3161
39,5,Tika memecahkan tiga butir telur.,Tika,memecahkan,tiga butir telur,,Siapa yang memecahkan tiga butir telur?,0.7071
39,5,Tika memecahkan tiga butir telur.,Tika,memecahkan,tiga butir telur,,Apa yang Tika pecahkan?,0.5481
39,6,Ibu memasukkan gula pasir ke mangkuk.,Ibu,memasukkan,gula pasir,ke mangkuk,Apa yang memasukkan gula pasir ke mangkuk?,0.8416
39,6,Ibu memasukkan gula pasir ke mangkuk.,Ibu,memasukkan,gula pasir,ke mangkuk,Apa yang Ibu masukkan ke mangkuk?,0.6511
39,6,Ibu memasukkan gula pasir ke mangkuk.,Ibu,memasukkan,gula pasir,ke mangkuk,Ke mana Ibu memasukkan gula pasir?,0.7147
39,7,Ibu menyalakan mesin pengaduk.,Ibu,menyalakan,mesin pengaduk,,Apa yang menyalakan mesin pengaduk?,0.7468
39,7,Ibu menyalakan mesin pengaduk.,Ibu,menyalakan,mesin pengaduk,,Apa yang Ibu nyalakan?,0.4748
39,8,Adonan berubah menjadi warna putih.,Adonan,berubah menjadi,warna putih,,Siapa yang berubah menjadi warna putih?,0.7564
39,8,Adonan berubah menjadi warna putih.,Adonan,berubah menjadi,warna putih,,Apa yang Adonan rubahi?,0.3771
39,9,Tika menambahkan sedikit margarin cair.,Tika,menambahkan,margarin cair,sedikit,Siapa yang menambahkan margarin cair sedikit?,0.7595
39,9,Tika menambahkan sedikit margarin cair.,Tika,menambahkan,margarin cair,sedikit,Apa yang Tika tambahkan sedikit?,0.4836
39,10,Ibu menuangkan tepung secara perlahan.,Ibu,menuangkan,tepung,perlahan,Siapa yang menuangkan tepung perlahan?,0.6669
39,10,Ibu menuangkan tepung secara perlahan.,Ibu,menuangkan,tepung,perlahan,Apa yang Ibu tuangkan perlahan?,0.3705
39,12,Tika menyiapkan sebuah loyang bundar.,Tika,menyiapkan,sebuah loyang bundar,,Siapa yang menyiapkan sebuah loyang bundar?,0.7282
39,12,Tika menyiapkan sebuah loyang bundar.,Tika,menyiapkan,sebuah loyang bundar,,Apa yang Tika siapkan?,0.7197
39,13,Tika mengoleskan mentega pada loyang.,Tika,mengoleskan,mentega,pada loyang,Siapa yang mengoleskan mentega pada loyang?,0.6401
39,13,Tika mengoleskan mentega pada loyang.,Tika,mengoleskan,mentega,pada loyang,Apa yang Tika oleskan pada loyang?,0.2473
39,14,Ibu menuangkan adonan ke loyang.,Ibu,menuangkan,adonan,ke loyang,Apa yang menuangkan adonan ke loyang?,0.6429
39,14,Ibu menuangkan adonan ke loyang.,Ibu,menuangkan,adonan,ke loyang,Apa yang Ibu tuangkan ke loyang?,0.627
39,14,Ibu menuangkan adonan ke loyang.,Ibu,menuangkan,adonan,ke loyang,Ke mana Ibu menuangkan adonan?,0.6481
39,15,Ibu memasukkan loyang ke dalam oven.,Ibu,memasukkan,loyang,ke dalam oven,Siapa yang memasukkan loyang ke dalam oven?,0.7025
39,15,Ibu memasukkan loyang ke dalam oven.,Ibu,memasukkan,loyang,ke dalam oven,Apa yang Ibu masukkan ke dalam oven?,0.7601
39,15,Ibu memasukkan loyang ke dalam oven.,Ibu,memasukkan,loyang,ke dalam oven,Ke mana Ibu memasukkan loyang?,0.327
39,16,Oven memanaskan adonan kue itu.,Oven,memanaskan,adonan kue itu,,Siapa yang memanaskan adonan kue itu?,0.8016
39,16,Oven memanaskan adonan kue itu.,Oven,memanaskan,adonan kue itu,,Apa yang Oven manaskan?,0.2334
39,18,Tika menunggu selama tiga puluh menit.,Tika,menunggu,,selama tiga puluh menit,Siapa yang menunggu selama tiga puluh menit?,0.746
39,19,Ibu mengeluarkan loyang dari oven.,Ibu,mengeluarkan,loyang,dari oven,Siapa yang mengeluarkan loyang dari oven?,0.7894
39,19,Ibu mengeluarkan loyang dari oven.,Ibu,mengeluarkan,loyang,dari oven,Apa yang Ibu keluarkan dari oven?,0.7967
39,19,Ibu mengeluarkan loyang dari oven.,Ibu,mengeluarkan,loyang,dari oven,Dari mana Ibu mengeluarkan loyang?,0.507
39,20,Kue bolu mengembang dengan sempurna.,Kue bolu,mengembang,,dengan sempurna,Apa yang mengembang dengan sempurna?,0.3821
39,21,Ibu memotong kue menjadi beberapa bagian.,Ibu,memotong menjadi,beberapa bagian,,Siapa yang memotong menjadi beberapa bagian?,0.4796
39,21,Ibu memotong kue menjadi beberapa bagian.,Ibu,memotong menjadi,beberapa bagian,,Apa yang Ibu potongi?,0.424
39,22,Tika meletakkan kue di atas piring.,Tika,meletakkan,kue,di atas piring,Siapa yang meletakkan kue di atas piring?,0.6022
39,22,Tika meletakkan kue di atas piring.,Tika,meletakkan,kue,di atas piring,Apa yang Tika letakkan di atas piring?,0.5504
39,22,Tika meletakkan kue di atas piring.,Tika,meletakkan,kue,di atas piring,Di mana Tika meletakkan kue?,0.418
39,23,Tika memakan sepotong kue hangat.,Tika,memakan,sepotong kue hangat,,Siapa yang memakan sepotong kue hangat?,0.4966
39,23,Tika memakan sepotong kue hangat.,Tika,memakan,sepotong kue hangat,,Apa yang Tika makan?,0.6218
39,25,Tika menyukai kue buatan ibu.,Tika,menyukai,kue buatan ibu,,Siapa yang menyukai kue buatan ibu?,0.6753
39,25,Tika menyukai kue buatan ibu.,Tika,menyukai,kue buatan ibu,,Apa yang Tika sukai?,0.5483
40,1,Sekolah mengadakan karyawisata ke museum.,Sekolah,mengadakan,karyawisata,ke museum,Siapa yang mengadakan karyawisata ke museum?,0.7449
40,1,Sekolah mengadakan karyawisata ke museum.,Sekolah,mengadakan,karyawisata,ke museum,Apa yang Sekolah adakan ke museum?,0.8241
40,1,Sekolah mengadakan karyawisata ke museum.,Sekolah,mengadakan,karyawisata,ke museum,Ke mana Sekolah mengadakan karyawisata?,0.6345
40,2,Siswa berkumpul di halaman sekolah.,Siswa,berkumpul,,di halaman sekolah,Apa yang berkumpul di halaman sekolah?,0.7725
40,2,Siswa berkumpul di halaman sekolah.,Siswa,berkumpul,,di halaman sekolah,Di mana Siswa berkumpul ?,0.584
40,3,Guru membagikan tiket masuk.,Guru,membagikan,tiket,,Siapa yang membagikan tiket?,0.6308
40,3,Guru membagikan tiket masuk.,Guru,membagikan,tiket,,Apa yang Guru bagikan?,0.5785
40,4,Mereka naik ke dalam bus.,Mereka,naik,,ke dalam bus,Siapa yang naik ke dalam bus?,0.7782
40,4,Mereka naik ke dalam bus.,Mereka,naik,,ke dalam bus,Ke mana Mereka naik ?,0.2458
40,5,Bus melaju menuju museum sejarah.,Bus,melaju,,menuju museum sejarah,Siapa yang melaju menuju museum sejarah?,0.6574
40,6,Perjalanan memakan waktu satu jam.,Perjalanan,memakan,waktu satu jam,,Apa yang memakan waktu satu jam?,0.8042
40,6,Perjalanan memakan waktu satu jam.,Perjalanan,memakan,waktu satu jam,,Apa yang Perjalanan makan?,0.3416
40,7,Mereka tiba di gedung museum.,Mereka,tiba,,di gedung museum,Siapa yang tiba di gedung museum?,0.8549
40,7,Mereka tiba di gedung museum.,Mereka,tiba,,di gedung museum,Di mana Mereka tiba ?,0.4047
40,9,Siswa masuk dengan sangat tertib.,Siswa,masuk,,dengan tertib sangat tertib,Apa yang masuk dengan tertib sangat tertib?,0.4946
40,10,Pemandu museum menyambut para siswa.,Pemandu museum,menyambut,para siswa,,Siapa yang menyambut para siswa?,0.6773
40,10,Pemandu museum menyambut para siswa.,Pemandu museum,menyambut,para siswa,,Apa yang Pemandu museum sambut?,0.5829
